hash,diemqt
df9e2c6cfb6035fa5b26af3b101bacf64e95e913,7.57
88188301e8d3565c7f1e2cee1f9ab8794676216a,7.09
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,9.22
ed3e0c98995edeee0b0a55fe15929a82097e93fe,9.08
77454c216b4f9b1e291fea17f31a824ef4d0a4a6,9.19
92e2b243f8ca7bf1ce773bedf8205980f034ff05,9.17
fe4316169ee8c83567ebc52bc629912ff65f14b6,7.37
add21f371c1ade0e82ccdacf7ce016dc151a6968,8.91
4069b40bebe0372926fcd92429f7431e300e6b52,7.8
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,7.67
e15002a49ed03188f18c7a791c458c19d1ec973a,8.88
b7298b0fe50443a623af9b56792b330c2d052845,8.88
980f92c1ca3d1d662e790e884a1bafb6785dfe45,9.03
301483d94b9efd8e7d95ca45979a6583215c1d58,8.96
5e092e334855a0d8739d53c39798bb26f3376959,9.35
f7d331120e9b3a15cf4a0028849bf050846d5d6a,7.33
0603b8a222e368a7727190b2883c7ad7b96ce5ac,7.73
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,7.19
5a5c99822d76f4f6f1f90521f4c1f1d5e53590a1,8.72
ddffb03cf0301334f5a2f89626640fa8812bde5c,8.97
9c59b505cc82ae66d54df9629666137c9527e56d,7.38
950671c7855e25bf4a8330768cabc430bee030c9,6.89
8e3a076971fce919b1a5a0bc62dcef86264a1c24,9.13
04fea422f4b51279771239f896f7acb7224a2def,8.67
0aee33404db5dc946de8c70be37c6e82582885c6,9.69
70b721dc3c7f45470e2eee858547f0546801327b,8.81
73a272eb71cab822302a981b1748230c3ec8b8ef,7.06
289a5bdde1fa9c49f221f19a10f636e81da724f5,8.91
4e718fe3c25329ccd0f4f138375f9099d81cd7c1,9.2
0fc728b5b267485042d587eeac067b6c4e2a1d15,7.3
3d9b6ed975620e48ca0a5aee5fd19f5db1db3b18,9.71
bca16481f37f3534abb04344ef1855b0e56140e3,7.08
eb2a090421ba380ba6c0a8119510e031bc4e55ea,10.04
28940a6516bb354b4172fe3524f8b7328a5cf2fd,9.47
117d3bf4a5deb7a9f3422f088e10bb3f8eeb7e12,7.51
ac018ab3a6242492006b3ca1e0c508abd1761538,8.91
27ac09df014fc0454129c9953b06f2dd9b997fa9,9.37
eb870373b64f0be961f503936f7a725fca60fb32,8.85
8beffc1494bb81af08c352aea875a183e45bd824,7.46
28bcffd0bfcfb54b43119a7b5397a3bb53278e9a,8.35
8d14518288c33c098206996aab23c31b3eefc864,7.53
eb46bad8df84ccc42fb7bc9cc3a218247777367e,8.88
4c0740a4fccc2e15f52d77bbaceccfc1ffe309c2,9.19
33c1babbdbffe79f6f16e085a78ebd0b2a7b3a65,7.49
5822ad8b0277c775adf78b39385d63e7878b1069,5.89
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,7.03
46c1ebc62f7d6b099a6696755c9be3b984d2a27a,8.84
9a20834c7ddbbf82eff849ff8e4f321b856970de,8.94
5af239a466d0a8e17a8daf66709fded23576c37d,6.0
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,9.35
390881963c5fbcde08d9cbc2ec73846bd8eabaa2,6.94
0dd138a9a2b0349ede3fee340cb02e40197aea3d,7.38
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,7.09
331639421af1df525391f1013c5363683efb9f68,9.18
3d085aa7161eb03884e0a1e98d90f8d46e030d1a,8.72
dace1e5b88ac51d7bd53523ad70f8d5d188b9368,8.94
af124b723c6d0d777c60479978e8da661b34bc2a,9.18
a30f91cf4dd6e15b62a675de5087a6db82d61f51,9.16
26b95825d4fbeaeda7cfab5f5e7cd96ae31097f9,7.82
0601ede7fba3727ac6cae3653b12cebafea42863,9.06
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,7.13
cd2b912e4a3d661cd4f500287d3bf1b4f444b7bd,7.73
05b134c1a682085880fb7ce76d221a48955e5b8a,9.24
26cdb442f5361c690f8045caf5e026e7945e1965,8.56
8d811d7887c2c868b631a2bd296412bde2b49bae,8.99
1466659761d4827040ac1226fa45ad172c4743a4,9.15
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,9.05
69826691e86b5085226acbcace467f656b83880e,9.01
4a2ccd362270a02afdf8a1647576ba56a525fec8,9.13
1a116d1e7d5af20a32ad9d0232b6803c70f7978d,9.03
adc3882c435a390c34d34279b5528215928944df,7.12
3f679f9f5c3b6c2a026bc0575cf7d5f3351a8db1,6.93
582e4849c0e5208206789a186892a4f7ce9c11f9,7.02
33b6ac5e8631fb9ee19cfaf3dd4a93928d47bcc3,8.94
f1302a0b13ef669e0d797c1d4106355cc43f7144,7.31
49d11fa2e8d68ac09ecdacb94a96c95c95205ff9,7.63
970dc7689a54be2108e10cf65af78d85288b64e9,6.9
358cf36e763ba00426124c74961d59614fd9476a,9.02
3853851c5433317284f37cd530d642560effc35a,7.37
bb81a7f88631b987cd15c8d539e806ad17a5b664,6.14
7eeef145cb4a17be79b2251b164bcaf5d15a4995,8.83
7ee4cfff4c6cd84aa82b14208a75df86bcff9fba,8.94
1e347993c7fb0053ac2a1b01b6b6c5a5fc3dad9d,7.36
6e849b2924dd2fc0a7efc8ef0a5f614ce2409b4f,9.28
0f8c46242826be3cbe5e14f5773ee1da97697024,9.54
4e3603a6303b1bb5fb0ec4a0d8ec39ae3e0afe0f,9.13
f0d74f349e6479eaecf425634f8b0dd51e60d60c,7.12
6988cfcd0c8de2ee3ceb97a74aec90558ff0e26a,9.19
73c938c3db512a2d6b136fa924a8ed2e608b7790,7.69
6a24473bc7b7d3e0a711d9195d9f792a24352436,9.03
bd81b591d06c4a726078a831c11516d6ee27541d,8.87
d92840812393583b0f053de80ecee59f5b19bc03,10.14
232cce96362898f08e9150ba244adaf2d6583ab2,8.83
64c207f458782b92f681bc496f8a6763ac3b99c2,9.49
2e2fe98cf7d490aba85a3eba367d9512bac08ce2,8.97
d84468682013517fdcb3506ee81783dcbdf3bad4,6.43
f7b65fa8dfbc07f71d9e206d1e1fd35b986cab65,6.83
a4a81c655f21aac65297532528cba5a28e8f5ab1,8.68
cc818564efabc759f8cfd2e978029ff6125406cf,7.13
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,7.37
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,9.14
da7fa747f59ca321b48b414b2f884d027bc961f8,9.06
47b12b77df06d36f3a51ad5cc5f0dff47ddc9103,9.18
5ed8bcf8dcd1652c4a4bd0fc8197aaa54fca572b,9.04
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,8.85
491ae8a65839fc737fb2c3e6ed06b990c7f36dea,8.76
d2491eb9351f861cdcd439fd5d73883a6d681d6a,7.75
4ecc68ce80251f0f7ed752443a85e54028a20d08,7.4
76cd92b2caf3ba3f11f97bcf4e037fae81122578,9.44
efcf2fbf26e74d0af378d96a168c8cdc05c42a84,8.97
22e1f50c4e471c3ba307802b396b7d0a16706005,7.79
7cac45d03854038e6854f5b1843cd491021f94bd,7.62
a9947ca4f64f3122a22c7827ae089d48db8fd76d,8.48
50efa6979b217c6f12b5fa0990d669c499e6d2b6,8.8
4f7428b95565a938b2562be952beae6d6983f32e,9.68
911daa5a6058823b007274f35ba038da7ec89a11,8.93
3a25a7b40408f3636b36d763cadc72c5ae6b628e,8.82
14a29b0a13697ed0e000bdb9f374180ccb495a2c,6.67
2f465acb00ca28cf6a7ef4b71b4df1208eb8fc8c,9.17
315b83340476d3a8338543ccdc95dbc86bddb3ab,9.11
7d111d42f139f151fc24ddcd89c3064467ebceb8,7.36
f59fe9b15a7762aa5ffb0653396da3f4f2536553,9.69
0bd2037bf68a97753e5e67ab55dac026a649f279,6.29
b9db6bc5ded963759b9a1db58adbaad3314169d6,7.71
df42fc345b50f42b32dc5f9df420978b1cda663d,9.19
9b4fd6bc9be128b294d3a8590bb6a146bc503902,7.74
2170453bef40f448016841b0ca5ad2e07143bf5a,8.82
017ec1bbad0d598e5a86ac3bd595b870b6456e61,8.97
cb0f9c7be617b2bd18ae83ee9e85b621cabda67c,9.19
e65a627881df5d3e0bfad77c56221d858da5ead0,8.61
1e055a4ba4266c760d42cc958ce119d344f402f6,9.41
7faa61077b62629df7a5b7c828f98b2337a2dfdb,8.99
1587f82c10e4a0f4241b317cba4fb5691bab07a1,7.52
913eb5b320c3f4b475e8064303960997b0dd7a9f,8.21
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,9.0
d525d6edf4b0c6362ddaa4814c3930a6a62bdc99,8.87
aa8e2b08e043c6d844c28cb004a224615af29e90,8.69
2396ff874216d36060ef615c0531d71684b30b4f,9.8
61c0c30e1af44a3ad57880bfab7a88591a434b92,8.41
52292d33bf302f4cc04f07ef928db72b2736c06d,8.98
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,9.04
092370bceb84374c83ca09e8d8f93c837d923bc7,9.38
ea385e57f5d3d6841a6997dd7af680e135928bca,7.14
5baedd7fbc5ed01efdd5a078f7b3809491ac1722,6.94
df90d9da415c30c25a16e21ca85638577961e81b,6.38
08838c74dc4154d8f49b1408d27fb46ccb92d329,8.8
7dee913006479ffaff17ebed5a0b172112a0e115,9.6
045792bbf5167d31c0064c8520d189a09f276502,9.09
a60f543d315ec120d2f433cdccc19342c9c3be02,9.04
ce2f2072bf32af4582a24726936af34f88225213,9.5
aef76b2d6bbd67cf3aac958965862b263c50d4e6,9.04
6288d80ce9cf4d608eb41dc28dba194b1851dec5,7.68
0cab57d7705bafe60116d29a1019a774cd661f02,8.99
cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa,6.31
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,9.1
f2d54f193cc71d429fd5803b2e4721d012afe568,7.85
9938999e257ea21c657f6c63ff386937544987aa,7.36
a57e6a1dc883554789ef6049be9b51530a7aa207,8.79
b7047722486e995e27292b5ab1945d72ab5a3708,9.05
b03084cbf44b7fc100db518a5ff7ef7e9924c260,7.39
414a76fbb610cfb396dc7177dfe67944fd7175f2,7.6
6dff6f1ca71378339e605de17936cff49dca5486,6.24
2c93a0edb553ae495ba9ca047361240c278f6cf8,8.4
80cb3c3cef8030674baa141475951b20ae73089a,6.84
138c5848f009c004f0b8e2379316d5ec18332ff8,7.74
f0cbea39c26f2cf588e04885ddc1a439564bd782,9.65
eaf60b6a377c720fa7a13f97831f38531047a217,9.2
7480543e3bc777391a4c3f06cb1c03920f6fa2a4,8.62
b3946c98c388b721854634038fbd1820a7ff046d,6.11
720ce5dcaede4e84cbbe7874961853e416f0d2a2,8.97
26bf2e6d5a634712af2f46b7057a83a4052ce9b9,7.6
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,9.1
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,9.26
edd78ffaa7bc16d94ee6908b98b3d9863f492c89,9.15
73c38d8466f153b974c09c066d1469f63b856d07,9.22
fbf5d7997f35a05b4f296b7b70b08866c13db856,8.64
7adf3466bea259fdaa24fa131ca2c4d63e9a59e6,7.05
655f5a83c42ccc83c7c0ac2caa5cd8237e685751,7.62
861075bc29124627aacce66a29c6dd835abcf3be,8.64
06490d06037ae75484a0a36a7a46e126b0b49495,9.2
bba75421c48ff666a96646bd283072492fc712ea,8.77
e04a53abed6db648ac01e162aad84ef8b608365b,8.78
5ebe95d992ea2c39c13123c6174d22b6945291bb,8.44
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,7.83
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,9.16
af8cb88c604c245257dfd33607bcb87cd357d3c9,8.01
fd29d68d81bf469540c56ab7074ad748cd72203c,7.57
3822d529be3c7a49da411682207b471d61822610,10.08
4d234ae70fe14c2d32bfa01c0ca7cefc47d68703,7.79
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,8.94
2d621dbbe38ec756f71d3d1ff5b1f2de707330be,9.32
4a8923bdd6d76861d91dce4b2670c04da6b45350,9.16
b72f0fecebc0120609eb4643631055b2e7a31fd7,8.79
68c8fbedb26cd1376389edb04626dbeb90a065a0,8.87
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,9.58
47e1eb91096f9e59b0faf185a88d41343c073d83,8.47
b0718e2faa64ff947c0ba9e9516616b44c8f4a5d,6.39
39ab839c37c0269b14691b473ad894ba12e1afbc,6.88
661f15eb45462975429d17bf60fc64df4cae4431,9.38
e95d7442ab6fb642a8c3529ef2fc8aa25a774e13,9.94
f5ede5df58c2ea59be6b8c8097659bb8c2e9d0e9,8.73
6451995ad71437eece77b5677b3d5eead3b2d45c,6.4
3fcc971a36a031eba3d5b8ce7a9181a4732a6cf0,8.72
defaf0c38d68f9958bd180e1a709f130a999b2e6,7.61
647dd6aaab297d6a9328c244eec940904d58293b,6.73
6b05f3073cf136c387ede39d4e605eefa19a4886,6.95
c5b963fdd21435b56c4cf55f49d652d92fc83093,7.99
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,6.67
fe516d090eef192c93197ed87878da0e23908140,9.44
769df9fad97e6d153e170a9ec41e33e8410f4b6b,7.18
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,8.59
be6f4f4f657c80883591c6749a7951f9c992e4b9,9.38
33c8bfb97b43132f0054b97a2ebb0f5f3768031d,9.23
014c59c6433fd764a0b08de6ffeb757eaf60aa73,8.63
404b067bd1dc212fb28d256714a9dc430d5e65af,9.39
b459886eb6e03f683c364b338a5c2f4776391dbc,7.12
04feabadb3e2d863eded075f541be8ff78d50474,6.84
0bf111a9caedf02804f6991792490e63bc21058a,9.8
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,6.97
d8cc02c7b6d2478b9f6d47664272c43801d6d9a9,9.1
41c2ea992ebadf309d399ecabb99fba4487e2920,9.15
57421dc59c1514a7edc7708657e57a6439e88585,6.91
12f1e26c28f731fd2ad1787db42f4c13de432ea4,8.29
cf5422ab2f6793f4d5930d2901e652ed7dadac9d,9.1
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,9.69
f18c98fe93f825e2c01296bad47dc072ff70eef1,9.43
d13ea487552242f9c688d613dab06ea5b8a867a1,7.13
8f7402db46b9b2a95aaa8282be9e471a3ee659ba,9.22
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,7.89
363d3494b7918fffc4e59beed6c76eb7d05b2c64,5.68
4c390fed4ec7007f13b91f39d3d4d9ed101299c6,5.3
baccf806cbacabe5f3a91ecd093cf36b4db436a6,8.64
665aee398dbb98e56d2f171ef0bee4f6fedeac43,7.76
e92f3d3e5a00b7767c239cac14b6d9fe92d5ef9b,8.74
01122b3ef7e59b84189e65985305f575d6bdf83c,9.2
a94238b07de77bffd5189487ac3d56b96db7e09a,7.48
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,8.81
061a128e882272cd17340c8feb637cd0ff9e5dbf,6.89
52d6dd781d58e55171ace76bdfffe7181f5a916e,7.49
b80a4c674f6640d304722f4a92eb9b47345f1258,8.6
85bf028205803eb9b1e5494c540ddd2938606606,8.81
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,9.2
3469c710d9f5a4ef230caca3f99b1ed21411732d,9.33
7e4e1a800af30eb9922c09f9d751b0873e0dc467,8.68
9b0622ca034d946055f8590f554fde632487742f,6.25
346583cc308681a50145af444a26fb217df305c3,10.05
34283eb36b1b51da5126f973e69199151b8f26c2,8.97
884afc60bb87e1f0d85311221487273fc5d13d13,7.13
c69dcaf9e10f52b187b13e678f9fe65505167720,9.26
e299749491b5a979701f0dedd4467ed53aaf7c7c,6.55
c1287b2f156f6963bdda82942a95288967e9422b,5.97
4b8a55e82d9825fa7440b91e638577957567752d,6.91
0aaebc88f6106684d6993c156104c1ef36cf94e0,8.84
1ce192d1bbeca43c01873d6cd5a6318f4050fa56,6.08
f91758fe4f441cd4b7b053a03252b4c50f3d4737,9.12
83c0d2f69c3628797f0d6f343c4cd6276dc9d15e,5.99
646c8737a68c560054cc624da19920821d13990f,6.96
8ef9f17bb904f437ec0a9849d820ed0f86843517,9.27
f77371745c51f549f9a641110e52f255aaed0f10,8.77
e89a4f1825ece62064e95e63475769011258af36,9.32
75c2aec59b46e4c6745540c0af596b8cc6db5cb5,6.62
603ee97d90e36481c0c5a1cca5279c3aacfe91c6,8.25
92a1cd997867a6115b3d079903e63aba8dd214cf,7.24
5d2a4450b9548913c0ae383640f67de8ca10edad,8.87
e7b94e593e93b6fe31083393cff1d63ca2142b64,8.65
79a8ea0acc62c00cbe9e6899917fdd233232ee12,9.15
8a97d52d61d704e77f82fd7f1161d98054f48f25,8.9
d69d2c6bc916b8d054bd50f4270a1c6d8cca1426,9.63
549b4b9f5408631f8a062a6a3b71c496646ee0fb,8.74
9d549d02a71100ae95cf02deb371138097549edc,8.87
9843de5b71377fd3392db81e3178e11bbe90d95c,7.55
062e8c58d3f85428aeed19095d12dcab6806f2ac,8.29
c787e77b224890e7fdcc8e2ca0c0577657d98581,8.75
5b49ef6e8a438750ee1aa79f7ef846fcb7ca2005,8.38
ac7569c6eb788ec3ca408850d164b68f73bb148b,9.16
1f641156e4298943167e0e1ad7a63696ff3bc17d,8.71
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,9.16
b7297bd49e99532695b6290f29fac82928f9e03d,9.16
d08b1608a634fda68fd097f278ce9fd4ac24046a,8.77
c757c72ff79910b22c548daf9067d6a682bdbb4b,9.3
adcfbf9c58d92335f9b971f6a9afd19d9feab214,8.95
c096fc1d9c0ad8efae9cfd509f75522c50603692,9.82
ce201bf315598feafcad345a663284bc266862c0,8.91
286ccf0d6187c170c299fa64d15a3705e7900a33,8.82
eadbb37222d32232022838b7765dea96bf38e0f6,8.08
36f6af52bd08c15b005618724931a558fa7049f6,8.56
d8550edf3efaf335a9648aec7584ab6acb55cf30,9.6
eb7470e41cb0d50314e9755be518f55b093a4975,9.17
440e56298b04156381c3f648f175b8697135845b,9.06
f9491b0ab4aee90c428545e0e315a3af1f827595,10.17
b11c7371190aaf26293afea3ba2146f21205f73f,8.95
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,9.5
502430aa4e945c0273cf3a6f35b982cef7067ad1,8.9
927008a1eb1983b52fe269b504f398ca185603c3,8.56
cb72cf616f3cafed458ef94be529c172bbcc5277,8.55
a211065a6e065d2421b924d4e9314f1026611aa2,8.48
29c9f517c368a528325a1e38b51adf368923bb04,9.16
e85a95e2eddbdafe7db54351ce3680933e09d0a3,8.8
e036815d3a8d88224e7e8a95c64ca031dd5b205f,5.53
78d8860538c6853a9c13a0c232dadcfa0d516f08,7.73
f6c974c003c063735fb1afcba0aec50acdb89861,9.4
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,9.37
3f92f0a8c1729579c08e921fc041646ee2b50075,6.29
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,8.7
80c6f8b8c212e86aac90ea06ba6dff1bad8b5541,7.2
44ede8e2b591b3b54fc25469d50e442459da73f6,9.29
5e4d0a4d83e5724fd92e13da6474090be3593639,8.08
908365770c09838aa1bc1874bf3915779910e775,9.15
994f5b5cdc8a126efbb290700caf797948ac1841,8.67
84a17972cc6d29489bbe205a9e7feb8745726fbc,7.73
d5e3e0d1ec5eae8e2fc08b9c3607cc766be6dffe,9.45
f944b947ec651ccf64807b644af38c6f04229bb7,8.69
89cc639060f3d63cf21d893882e544497e32aeea,9.25
7b6c995004d7267af856efa19b12c7455bccdbd8,8.71
5ed610bb14c3c7ebe34cf855871da13009ddf3f0,8.73
749e9b42869140690bb32bb198ccab1f899cc36c,8.79
99751d158308f801241e028eb7c6b0363fc6ec88,9.07
0ac20d28419a43394bc94b257c7aab70e87f1675,8.84
254f59f316c0c9e98ce4d4ac6cb1718aef6d9f00,7.61
0155f91fe242fe55e1af631b0f0afbe9938b185c,8.93
076cc92aff4d582b4b87ff0d111496e4a646b12b,9.28
1438feeb138cf0a2ac3e5583f5caec35e3104234,8.74
aba3f0810ff4abb82c285780965735f59dffc070,9.52
4d5f92f22244e37d20f783e571539a2d2e4e58d8,6.6
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,9.05
648b6d4b1c95ee18825cb3cdd69c033a10f3633e,9.09
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,9.07
75ef6c3aff156ef52aa846c2fc3b26271e50e335,8.96
9e4c480f54169dd91629ec30917139f2b16bf6b3,8.96
dade8cdd2806e1efa138e68d984abd0ab1c87ced,6.47
5389d34e45392c6d5e8596d686b06d853e1ed696,8.78
26227f631ff63a4f02f7d69bda90131df9bab5dc,8.61
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,8.53
080df7c3716ee6b773c346c67056400fc235ffec,6.81
6978f24f45757e6d0c3a352bf35d073d14b46c6a,9.61
c9d7b86399869ced995a6e467a257c3915339562,7.59
802b44166f1c38ec00397c57abdf65b7596b9f0e,5.83
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,6.67
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,8.28
137ffd846ed245676a14f1d5e8676a4ef646182b,7.68
3d9f8d11f15cce877a0766d08a6a920548041407,8.85
afc376cc4bc5460a941a5d21f91d19f159cdf490,8.84
b68533a39390311fdd9ca8baced33145784eb561,8.35
accf49bc7124b7fdffea9e75a869a597c4e8adce,7.71
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,9.42
96d8f7656a57c4a757129d95863a463358a0c3ca,8.53
c60be70309789b39355dc612f36e37090ccad5dc,8.91
6b8a39007e56cacf54e6520da942fdb70d8d588e,8.76
b52028ddeb0e0289019154f32e763393f83a30a9,6.96
61e1c151f6a90ea5a2f33930ed70e5a9f39b681f,9.37
c6e9fd605b75a5090b1879635a6db8da08b8a600,8.66
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,7.44
96013c7ce1186c9a18f5127959bb867243b1b9f2,9.38
05f7b04136abf33daf80973c0942a91751222e1e,7.21
e7d0678e66dad824da63837b53bb0bb38a571f42,6.29
e13e39c815ec66160db3c75b7331dc1a0dd1d4ce,7.75
3954b15205238530f2cb3b66db735fad6d0c8fda,9.8
197914fcc84fa89dd136503225f5ecdbecb2600a,8.52
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,9.23
1e48d7fffb4fbe08eec6151ce5b2378258d13aeb,7.65
79c48e970f8b0e7a0e074bf7f0a3f201737dde3c,8.5
8dada7632816cb20f182c306ae74184ea9e056fb,7.1
785b27857468f61bde60ab25c5509e8ed38155d7,9.22
34a00f81f528b38404f04d9a360e73fb17b62031,9.66
c3fdd44aeb469416e4895afe4040e54eebc23db5,8.5
1e4b0ce4b171b3e33195524f6a6425a1b8f98597,8.63
945546f9d4db4b9599e57ffd4271193406f0d96b,9.0
87b3a5eca0c70c7828168756cd7813cc8b3285bd,9.16
78ede02e6c03a1eb32ff3f464f4f7ae3e6510766,5.83
f7875ec1207504a229cd9b5ca132437c6bdd6a4d,9.13
8968e2c95fd09b05d48b4b094529d54d06bf6da5,7.41
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,5.94
999704c760821f39257d453f58ae57cdc5db7cee,9.42
55ef1cb9ba9a618396f8f82aefdc261d00864381,8.81
c2ac862e74879f4b60191f0bb1397eff1e157c8b,6.41
05b7c7d664702d3677ddbf5a03e976e24b16544c,7.17
4dcdd4c95ba88786172619ebea8aad4ec757a150,8.62
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,8.67
697092af2e2891b76d0890069566c03468f975c0,9.44
bfe7f84ef78bc0134134fcb799465996fa84e4b0,9.07
8576d2d269326a29503a1763996227723fa531a7,9.23
96ded661b95e3d4d3cf1c8d45aeae3b335224583,9.28
5b49681d3b05fba0fa5978673a6d871011186bce,9.34
94ec21d59f07c2091e0359a0085fa6c569ed30c4,8.79
4a0f49c2a5e9766ab2ea0aea95a12b763faff0a0,7.04
c8944ded19113906cf130904726028c5c1a11138,9.54
b7931b60e23916058a5767895b9214dac7a6515e,9.28
abf736b0441172883ba772951733e73d557598ab,8.5
8819c6723e6d42ad569274ebe2ce4212fd8621c4,7.54
4875a2f817d7d08aa0437c70c33eb2c3e8c20d65,7.2
9d46769291771df99e8061cc9c5d79aacb087210,6.19
11f93249faeb096567269266fbebfc3b0f6b5dc1,8.93
201b7f1b1071911915956b1d54f5b7e69a7d7cb3,8.08
947a2e7cf57ae1a546f98831d861cd87c4fd5ff5,7.76
fcdf51cf37b314ebc57038046b859b3172117f4f,7.21
cbb7db3eb5270179fe8ebb9e73dde2c894c9a971,8.69
1032e725ab35f7bffc504759477f8243066a026b,7.92
b1e8855867b91eadecefd05a09f101799008b8c7,7.18
76adaa79b0d19f7d32da3bf027c2b4fb995952ec,9.21
c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3,9.1
7a0e5d245539a1b2906358ad255a4375f914d37c,8.21
494ceabf1266854738ca9832b601000a8a3cde24,3.03
37fd8930995a4978e8378d28a84e0aaf3ad85c2d,8.87
84b6b2d70924066c8345f2bc2281791ae3188da2,9.17
1f7be2d565e2629c4ffe64c30c41252de69300c5,9.1
4db33a107c9a32cf80e08c941fd2c87888e8de8e,8.76
bec0491f541a76e4fa31e17842bc573c812cb528,6.61
979ddec134899a31461a05d820b9d6cad713715b,8.04
ab4899d3252b533827ab7d15261b9edb38cf0a7a,9.03
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,8.65
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,8.89
f7e7c21b753521a3f4eb226d9c69d71214e183bd,9.49
f126cb73dbad037e40b322f82b6f40e92a15a595,6.21
052039d5c5915699359b1d549b36ea69330c0ac3,8.71
070671333adf94dadc433fcafc872c6301dd0744,7.74
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,8.9
cf6788dceae33f7826997b7fa99b5189cff1aa4d,7.76
816aa6a9aceb1014260977a52d4ad600065ed4d2,8.85
ab7c842d24cac25a1a3852cce506ca92cb8ed428,6.2
e3b9460f9a4bd3f4a5243f388246084f41e0dab2,9.01
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,8.67
cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a,7.57
a688299300a50fed79edb502fb02fc503a564308,8.89
a7442b91887824d182c90cd82955b97a1404dc21,5.84
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,7.77
2813d0ddc37e34a25e798ebf8c8ecb2fc659e8b7,8.02
ec7d2ce8cce8253208e8d0ae74991b46ce2eadf0,5.88
1c34dfe9c77773e6949a4d248b25897b3f78349d,8.93
6d7ea5662a0aadc0fee9f82c02aa5e54da77f277,8.6
fab22b3c9fd685c26953a5ffe073c4aa2a788c7a,6.87
705c7f16ba723569db2002204ff748355ef80e75,5.72
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,7.29
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,5.49
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,9.06
692e213a160245cc3c07bc300b6ada19b15089e4,8.51
845acd04a77b3d1b623f255d9f9f8eae90892dab,6.77
b6e252e4989b3b422d69eae06831ad0bfd396126,6.88
60da060bd0084795a07f5e69e6884f7870822cf6,5.9
172ed6401f9b9f97f6603c04fb2be3a83d495f12,6.15
e20abeea371227f8a6318491ca3c0211afbdc1a1,7.53
40d6052a7ccec94dae8348e5249381afabbbc985,8.84
7b27fcdea3732f654b3a3cb4ee1517e8203645a2,9.74
3d185c0c28fcae1ca2f5876a8e2e6681b38e5af7,9.85
c8a8565f00553a00a5d510958dc8c40a4a477783,9.4
89521736c16fbbd86315c3f3c555132aee8896ae,7.84
66caffe338b5140bd8ac35fd0000f867266bd08a,8.99
14354d2cff31b4330ad9e939b18cc8fce8c1c085,7.83
e816ed48800359bfd078c1444a40e00be6fbb5bf,8.2
598ceb16f7935dd1dada8de4441690df8cdc9e29,9.42
